id,likes,retweets,replies
1591457502612578305,14,1,1
1591456700170895360,1,0,0
1591455984177872897,3,0,0
1591455782041964544,1,0,0
1591455686529286144,22,4,2
1591455098680627201,0,0,0
1591452758426910729,16,2,0
1591451760257908737,10,5,1
1591451725382451201,15,3,0
1591450732678742016,0,0,0
1591450277198323712,0,0,0
1591450007462301696,0,0,0
1591449906132451329,26,1,3
1591449850608078851,0,0,0
1591447329571328001,0,0,0
1591447251938729985,0,0,0
1591446993846824960,3,0,1
1591446111335550977,0,0,0
1591445919160999938,5,0,0
1591445205806452736,50,14,1
1591444516716040192,31,7,0
1591444440799154176,14,0,0
1591444394585923584,0,0,0
1591443657533554688,0,0,0
1591442422089011206,6,1,0
1591441825339940864,0,0,0
1591440770921222144,0,0,0
1591439933881077760,1,0,1
1591439555152195584,48,5,2
1591439432149762048,4,3,0
1591430410885636098,0,0,0
1591430218996420610,0,0,0
1591430071230898177,13,4,0
1591428114005073920,4,0,0
1591423448328572935,1,0,1
1591421548069634049,0,0,0
1591420634063859717,2,0,0
1591419964920975360,0,0,0
1591419799195725824,0,0,0
1591419691847012352,4,2,0
1591418233726578688,2,0,1
1591418171793309697,0,0,0
1591416375926394881,11,2,0
1591415795778658305,0,0,0
1591415157179092992,0,0,0
1591414888660074496,1,0,0
1591414179004841984,1,0,0
1591408938104557572,2,0,0
1591407983699046401,8,2,0
1591407882008145921,3,0,0
1591406230018441217,0,0,0
1591406136561139717,0,0,1
1591405538184933376,1,0,1
1591404745750876160,57,0,0
1591404657796161537,2,0,2
1591404178739544066,0,0,0
1591402998085058560,1,0,0
1591402027078279168,0,0,0
1591400547625873409,2,2,0
1591400234042757120,23,0,2
1591399687990710272,0,0,0
1591398097158275072,9,0,1
1591397054122971137,13,3,1
1591396783795896320,2,0,0
1591396537166618624,15,0,1
1591395980330799104,4,0,1
1591395673357754368,0,0,0
1591394935420456960,1,0,0
1591394686740070401,0,0,0
1591389988775665666,0,0,0
1591389971788992512,0,0,1
1591389090368430080,0,0,0
1591388871681605633,0,0,0
1591388123174690817,3,0,0
1591385484017643520,0,0,0
1591383715791663104,31,5,0
1591381332352827393,3,1,0
1591379217299931136,1,0,1
1591377345805516807,2,2,0
1591376375952572416,2,0,1
1591376243835944961,0,0,0
1591376241877286914,0,0,2
1591376207463206912,1,0,0
1591372300154441728,0,0,0
1591371088982069250,7,2,0
1591369070452301825,9,0,0
1591368959147638784,24,7,0
1591368923890737153,46,12,1
1591368520339959814,5,0,0
1591367606019457027,103,20,6
1591366679916728323,0,0,0
1591365625418776576,99,21,0
1591363021733085184,70,18,1
1591362375181115394,0,0,0
1591361605127868419,0,0,0
1591360993266892800,0,0,0
1591359136343752704,8,0,0
1591356325510139906,0,0,0
1591354760011345920,1,0,0
1591353268625711104,25,2,0
1591352945156694018,1,0,0
1591351298120638464,0,0,0
1591350460652437506,0,0,0
1591348613548019719,1,0,0
1591347437536514048,1,1,0
1591345195299540992,0,0,0
1591345088864874497,0,0,0
1591344052376686592,0,0,0
1591343787174944768,2,0,0
1591342349111947265,0,2,0
1591342108216266752,1,0,0
1591341922278289408,1,0,0
1591339510431891456,0,0,0
1591335358221979653,1,1,0
1591332534004195328,0,0,0
1591331711857545216,0,0,0
1591329959901278208,0,0,0
1591322139961221122,0,0,0
1591317421755072512,0,0,0
1591312020934213632,0,0,0
1591299640548204544,0,0,0
1591293028781662209,0,0,0
1591292704566218752,0,0,0
1591279287319289856,0,0,0
1591277865668325376,0,0,0
1591275281079156736,0,0,0
1591272514810175488,0,0,0
1591260512465158144,0,0,0
1591242106076827648,1,0,1
1591241051561693185,0,0,0
1591237643345358848,0,0,0
1591237639583125504,0,0,0
1591235644440735744,0,0,0
1591235643845509121,0,0,0
1591226103808811010,0,0,0
1591222897263382533,0,0,0
1591202688825724929,3,1,1
1591195568432246784,0,0,0
1591187058139475968,14,3,0
1591179840534843392,0,0,0
1591178330262446104,0,0,0
1591173576996126746,0,0,0
1591173574626115586,0,0,0
1591170786945269760,0,0,0
1591167565044527105,1,0,0
1591166513117294593,0,0,0
1591159840688193537,4,2,3
1591159635691667470,33,0,0
1591159178093293570,42,5,1
1591158523903164416,2,1,0
1591154928885858304,3,0,1
1591154512672489472,0,0,0
1591142927421804544,0,0,0
1591138946993594370,0,0,0
1591136918112440320,0,0,0
1591136884683550720,0,0,0
1591128378190737410,0,0,0
1591126141078732816,0,0,0
1591123938750365724,0,0,0
1591121755371732992,3,0,0
1591121680830808064,2,0,1
1591120096910508033,0,0,0
1591118640249982976,5,0,0
1591115892850831361,1,0,0
1591114583791599617,0,0,0
1591113366004584448,0,0,0
1591113015427887104,0,0,0
1591112043066953728,0,0,0
1591111297881542657,2,0,0
1591110078228226048,0,0,0
1591108158516527104,0,0,0
1591106414462005248,0,0,1
1591105227192762368,0,0,0
1591104187349094402,0,1,0
1591103184814374912,2,1,0
1591102702917980161,4,1,2
1591101854850613250,0,0,0
1591098599529934853,0,0,0
1591098340644904962,20,2,3
1591097832345579520,1,1,0
1591095903234002945,0,0,0
1591095455735492608,0,0,0
1591091323532382208,0,0,1
1591089833320980481,1,0,0
1591085984279842817,0,0,1
1591085776003293185,0,0,1
1591083576262815746,1,0,1
1591077997876248576,7,0,1
1591077440666812417,0,0,0
1591072945396682752,0,0,0
1591071204492050432,0,0,0
1591070569386184704,0,0,0
1591066049746817027,0,0,1
1591065008968204288,2,0,0
1591064745565880320,1,0,2
1591063060306878466,0,0,0
1591062614548717573,6,0,0
1591056510414737409,0,0,0
1591055697223254022,0,0,0
1591054892407623682,3,0,0
1591052618511810563,1,1,0
1591052363283845120,6,0,1
1591048859815641088,2,0,0
1591044923666702340,0,0,1
1591038323451387904,1,0,0
1591037806649872384,1,0,1
1591036890136072192,0,0,1
1591036368783900672,0,0,0
1591036000465215490,0,0,0
1591035162850197504,0,0,0
1591030208131641344,0,1,0
1591029747810594816,1,0,0
1591029353403777024,0,0,0
1591023027348807682,3,1,0
1591020814266421248,2,0,1
1591020563979534336,0,0,0
1591019228685017088,0,0,0
1591019014364745734,0,0,1
1591015632824201218,0,0,0
1591011807531077632,0,0,0
1591006786525761537,1,1,0
1591006153378496513,0,0,0
1591005293315559424,0,0,0
1591004993003585536,1,0,1
1591004560302125056,0,0,0
1591004158974623745,1,0,0
1591003717465440257,0,0,0
1591003567732985856,0,0,0
1590999046067744768,3,1,1
1590998474832678913,0,0,0
1590998440124743681,0,0,0
1590996887901188097,0,0,0
1590996583143071744,1,0,0
1590993250747174912,0,0,0
1590991215067279361,0,0,0
1590990976373227520,0,0,0
1590990247495888896,1,0,1
1590989397687947264,1,0,0
1590987441623924736,6,5,1
1590983472818302982,1,2,0
1590977266888019969,0,0,0
1590977264971227136,0,0,0
1590967854253633539,1,1,0
1590963368671973376,4,0,1
1590959748891168769,0,0,0
1590948822347309059,0,0,0
1590948472680845312,0,0,0
1590946748121640960,39,0,9
1590946512171069440,2,0,0
1590945654050009088,0,0,0
1590945651923484673,0,0,0
1590944776605814785,18,0,2
1590941814449754113,0,0,0
1590938883436711937,18,1,0
1590936491886530562,2,1,0
1590903034976112646,0,0,0
1590899884349353986,0,0,0
1590878921704505344,0,0,0
1590878734005178368,3,1,1
1590860269466849281,1,0,0
1590854558523469824,0,0,0
1590847616736145408,0,0,0
1590844893613916167,1,0,1
1590833213722632193,4,1,0
1590828173331005440,1,0,0
1590827860302114819,3,0,1
1590827858502770688,3,1,0
1590820383812251649,0,0,0
1590819155112230915,0,0,0
1590818820993986562,0,0,0
1590817314852974592,0,0,0
1590815679350857728,0,0,0
1590813550351482880,0,0,0
1590813438800179201,0,0,0
1590809442156974080,0,0,0
1590808645926789122,1,0,0
1590804012085170176,0,0,0
1590803528347701248,0,0,0
1590803223392432128,1,1,0
1590800319033778198,0,0,0
1590796299330326571,0,0,0
1590794361767604224,4,0,0
1590790491351953409,1,0,0
1590783951488319489,0,0,0
1590782124843761664,37,2,3
1590780733471457281,0,0,1
1590780726823518208,1,2,1
1590775161099542529,4,0,1
1590775047622660097,6,0,1
1590773813398196225,0,0,0
1590772606671949824,0,0,0
1590769323529965580,0,0,0
1590768128409366528,1,0,0
1590768012386512897,0,0,0
1590767576870592517,5,0,0
1590765006475255810,0,0,1
1590763555418087426,3,0,0
1590757947855949824,14,1,0
1590754484803801088,0,0,0
1590750892630093827,0,1,0
1590750732042620929,0,0,0
1590749174646964227,0,0,0
1590745497220050945,8,0,2
1590742506161033216,14,2,0
1590741341411348485,1,0,0
1590739892329648128,14,3,3
1590737422869995520,0,0,0
1590735722406850560,0,0,0
1590735719340953601,0,0,0
1590733314239107072,0,0,0
1590731525737238529,0,0,0
1590729078403137537,0,0,1
1590726206122766337,2,3,1
1590726041835692032,1,0,1
1590724836510556161,1,0,0
1590724764783751168,0,0,0
1590724047876153344,2,1,0
1590723967781838848,3,1,0
1590723781974269952,0,0,0
1590723489740517376,2,0,0
1590722453302816770,0,0,0
1590722333563850756,0,0,0
1590722040944001024,0,0,0
1590721028812165123,2,1,0
1590718653862801411,115,12,5
1590717093032628224,3,0,1
1590712194559520768,3,0,1
1590711387789348864,0,0,1
1590710578108063748,0,0,0
1590710368380207104,2,1,0
1590709218071367680,1,1,0
1590706540515770369,1,0,0
1590705395097800704,0,0,0
1590704053645778944,0,0,0
1590702303018901504,0,0,0
1590700851072421889,0,0,0
1590700423786250241,5,1,0
1590700202742128643,0,0,0
1590699531624013824,0,0,0
1590699182041739265,65,2,1
1590699180741328896,0,0,0
1590698688384585728,0,0,0
1590698138616184833,0,0,0
1590697052782174208,0,0,0
1590696942111461377,0,0,0
1590696391378178048,0,0,0
1590695721384099840,1,0,0
1590693147763675136,1,0,0
1590691940974362626,2,0,1
1590691680013127680,5,1,0
1590690802161700864,0,0,0
1590688580967759872,1,1,0
1590687170028871680,0,0,0
1590686268416876545,0,0,0
1590684023369891845,0,0,0
1590683986057216001,0,0,0
1590683979891482627,0,0,0
1590681458880155648,2,2,0
1590678438578655232,1,1,0
1590675910067630082,1,0,0
1590674664233136131,0,0,0
1590674600605626368,0,0,0
1590674407319474177,67,0,34
1590674121658089473,0,0,0
1590673881165361152,0,0,0
1590673567133442048,0,0,0
1590671002857779200,0,0,0
1590669530015367168,4,0,0
1590669406371184645,0,0,0
1590665284637298691,1,0,0
1590662218001002496,67,26,1
1590661560317652993,4,1,0
1590657679747579906,0,0,0
1590655824711426049,0,0,0
1590652855442370560,5,0,0
1590651955025940480,5,0,0
1590649325893427207,0,0,0
1590645688496721920,18,1,3
1590641640536158210,2,0,0
1590640151818301440,0,0,0
1590639892228210688,2,0,0
1590638447827423232,0,0,0
1590636950821941249,0,0,0
1590633557378371584,0,0,0
1590632365256110081,0,0,0
1590630992964124672,0,0,1
1590630953461784576,0,0,0
1590629902801215488,0,0,0
1590628525878349825,0,0,0
1590627943092322305,0,0,0
1590627810573717506,5,4,0
1590626049708425216,3,0,0
1590624560562700288,1,1,0
1590623076970295297,0,0,0
1590620108086386689,5,0,0
1590619196890632192,4,1,1
1590618533939281921,10,0,3
1590618447561785344,0,0,0
1590617592901021696,1,1,0
1590615397921083393,0,0,0
1590615348507684864,0,0,0
1590614103839879168,3,0,0
1590611420777152512,0,0,0
1590610326310961152,0,0,0
1590608664360255490,1,0,1
1590604759517777921,1,0,1
1590604490733805569,0,0,0
1590600146177269760,1,1,0
1590599166543085569,0,0,0
1590598164339658753,0,0,0
1590596771306426368,0,0,0
1590595197477720064,0,0,0
1590585268469665792,3,2,0
1590579166185148419,0,0,0
1590575525139189761,2,0,0
1590575172313960448,30,7,1
1590561133965889536,0,1,0
1590559465354690561,116,5,6
1590497715171262465,2,0,1
1590491580083105793,1,0,1
1590490938400706560,1,0,1
1590488639993442304,1,0,1
1590473273489625088,1,0,1
1590471172482912258,0,0,0
1590470715954065408,38,2,3
1590467373668392960,5,0,1
1590466312396234752,6,0,0
1590464914774102017,3,1,0
1590460287462903810,0,0,0
1590459233614663683,0,0,0
1590458728909885440,0,0,0
1590458536965730304,1,0,0
1590457436175060995,0,0,0
1590454552473776128,19,0,1
1590451809776447488,0,0,0
1590450644669825032,0,0,0
1590444664712499200,161,13,22
1590444029832876032,3,0,0
1590438278477803520,1,0,0
1590433479116075010,0,0,0
1590427199089168385,1,0,0
1590425840432852992,0,0,0
1590425392435068929,0,0,0
1590421384299417600,0,0,0
1590417136551432193,0,0,0
1590410708470013953,2,0,1
1590408143838007297,0,0,0
1590405743395901440,2,0,1
1590402813167042560,0,0,0
1590401061918998529,0,0,0
1590400097057005568,0,0,0
1590399975539855361,0,0,0
1590399721969176578,0,0,1
1590398197285163008,1,0,0
1590397053133266944,2,0,0
1590395724352851969,0,0,1
1590395177835036672,1,0,1
1590394128478900225,2,0,1
1590393153793687555,0,0,0
1590390507280404482,0,0,0
1590390220578762753,0,0,0
1590389553504096256,0,0,0
1590388771664674816,0,0,0
1590388755306893313,0,0,0
1590387620517130240,1,1,0
1590387444234551297,0,0,0
1590383852458979328,0,0,0
1590383434005782530,1,1,0
1590382117128908800,0,0,0
1590380131364716544,0,0,0
1590379922517811202,2,0,1
1590376265088802818,0,0,0
1590375923597004801,0,0,0
1590374710956945410,0,0,0
1590373339574415360,0,0,0
1590372105920851969,0,0,0
1590367406010302464,37,5,0
1590366921119395842,0,0,0
1590366841477660674,0,0,0
1590364784951640064,1,1,0
1590358679706292224,0,0,0
1590357160797650945,0,0,0
1590356348952510464,3,0,0
1590355485932523520,1,1,0
1590355223792390144,3,0,0
1590353833670344704,0,0,0
1590353162120343552,1,0,0
1590352117696712706,0,0,1
1590347037304061952,4,1,0
1590346244827783169,0,0,0
1590346108508966913,8,1,0
1590343493305573376,39,6,1
1590339486151770114,0,0,0
1590338134679486464,0,0,0
1590337699977863171,0,0,1
1590337656722198530,0,0,0
1590336695693897728,3,0,0
1590336512335368192,1,0,1
1590336066942251012,1,0,0
1590335644122816512,1,0,0
1590334440651235328,0,0,0
1590334103047790593,0,0,0
1590332953103826944,0,0,0
1590332621007253506,215,17,66
1590328862402936834,0,0,0
1590328411175944192,0,0,0
1590328372345081856,1,0,0
1590327332396732416,0,0,0
1590325229951537153,4,0,1
1590322109641019392,2,0,0
1590320359374397440,0,0,0
1590319562339270657,0,0,0
1590318730978164740,1,0,1
1590317115550142466,0,0,0
1590316606017900544,0,0,0
1590316317756002306,0,0,0
1590315663922319360,0,0,0
1590314844632543233,0,0,0
1590314841444474880,0,0,0
1590314296860606464,6,0,0
1590313631505420290,0,0,0
1590313416912408578,17,0,1
1590313292429262848,72,5,0
1590312579653517312,0,0,0
1590310868486868993,7,0,3
1590309217420083200,2,1,0
1590307780589932544,1,0,0
1590306642759143425,0,0,1
1590305580060618752,0,0,0
1590304783285751808,1,0,0
1590304508860829696,0,0,0
1590302458370494471,1,1,0
